# TODO - no fixing series required
Reference,Date,Value
AED-EIBOR-3M,2014-10-16,0.0069143
AED-EIBOR-3M,2014-10-18,0.0069143
AED-EIBOR-3M,2014-10-19,0.0069143
AED-EIBOR-3M,2014-10-20,0.0069143
AED-EIBOR-3M,2014-10-21,0.0069143
AED-EIBOR-3M,2014-10-22,0.0069143
AED-EIBOR-3M,2014-10-23,0.0069143
AED-EIBOR-3M,2014-10-26,0.0069143
AED-EIBOR-3M,2014-10-27,0.0069143
AED-EIBOR-3M,2014-10-28,0.0069143
AED-EIBOR-3M,2014-10-29,0.0069143
AED-EIBOR-3M,2014-10-30,0.0069143
AED-EIBOR-3M,2014-11-01,0.0069143
AED-EIBOR-3M,2014-11-02,0.0069143
AED-EIBOR-3M,2014-11-03,0.0068429
AED-EIBOR-3M,2014-11-04,0.0068429
AED-EIBOR-3M,2014-11-05,0.0068429
AED-EIBOR-3M,2014-11-06,0.0068429
AED-EIBOR-3M,2014-11-08,0.0068429
AED-EIBOR-3M,2014-11-09,0.0068429
AED-EIBOR-3M,2014-11-10,0.0068429
AED-EIBOR-3M,2014-11-11,0.0068429
AED-EIBOR-3M,2014-11-12,0.0068429
AED-EIBOR-3M,2014-11-13,0.0068429
AED-EIBOR-3M,2014-11-15,0.0068429
AED-EIBOR-3M,2014-11-16,0.0068429
AED-EIBOR-3M,2014-11-17,0.0068429
AED-EIBOR-3M,2014-11-18,0.0068429
AED-EIBOR-3M,2014-11-19,0.0068429
AED-EIBOR-3M,2014-11-20,0.0068429
AED-EIBOR-3M,2014-11-22,0.0068429
AED-EIBOR-3M,2014-11-23,0.0068429
AED-EIBOR-3M,2014-11-24,0.0068429
AED-EIBOR-3M,2014-11-25,0.0068429
AED-EIBOR-3M,2014-11-26,0.0068429
AED-EIBOR-3M,2014-11-27,0.0068429
AED-EIBOR-3M,2014-11-29,0.0068429
AED-EIBOR-3M,2014-11-30,0.0068429
AED-EIBOR-3M,2014-12-01,0.0068429
AED-EIBOR-3M,2014-12-03,0.0068429
AED-EIBOR-3M,2014-12-04,0.0068429
AED-EIBOR-3M,2014-12-06,0.0068429
AED-EIBOR-3M,2014-12-07,0.0068429
AED-EIBOR-3M,2014-12-08,0.0068429
AED-EIBOR-3M,2014-12-09,0.0068429
AED-EIBOR-3M,2014-12-10,0.0068429
AED-EIBOR-3M,2014-12-11,0.0068429
AED-EIBOR-3M,2014-12-13,0.0068429
AED-EIBOR-3M,2014-12-14,0.0068429
AED-EIBOR-3M,2014-12-15,0.0068429
AED-EIBOR-3M,2014-12-16,0.0068429
AED-EIBOR-3M,2014-12-17,0.0068429
AED-EIBOR-3M,2014-12-18,0.0068429
AED-EIBOR-3M,2014-12-20,0.0068429
AED-EIBOR-3M,2014-12-21,0.0068429
AED-EIBOR-3M,2014-12-22,0.0067714
AED-EIBOR-3M,2014-12-23,0.0067714
AED-EIBOR-3M,2014-12-24,0.0067714
AED-EIBOR-3M,2014-12-25,0.0067714
AED-EIBOR-3M,2014-12-27,0.0067714
AED-EIBOR-3M,2014-12-28,0.0067714
AED-EIBOR-3M,2014-12-29,0.0067714
AED-EIBOR-3M,2014-12-30,0.0067714
AED-EIBOR-3M,2014-12-31,0.0067714
AED-EIBOR-3M,2015-01-04,0.0067714
AED-EIBOR-3M,2015-01-05,0.0067714
AED-EIBOR-3M,2015-01-06,0.0067714
AED-EIBOR-3M,2015-01-07,0.0067714
AED-EIBOR-3M,2015-01-08,0.0067714
AED-EIBOR-3M,2015-01-10,0.0067714
AED-EIBOR-3M,2015-01-11,0.0067714
AED-EIBOR-3M,2015-01-12,0.0067714
AED-EIBOR-3M,2015-01-13,0.0067714
AED-EIBOR-3M,2015-01-14,0.0067714
AED-EIBOR-3M,2015-01-15,0.0067714
AED-EIBOR-3M,2015-01-17,0.0067714
AED-EIBOR-3M,2015-01-18,0.0067714
AED-EIBOR-3M,2015-01-19,0.0067714
AED-EIBOR-3M,2015-01-20,0.0067714
AED-EIBOR-3M,2015-01-21,0.0067714
AED-EIBOR-3M,2015-01-22,0.0067714
AED-EIBOR-3M,2015-01-24,0.0067714
AED-EIBOR-3M,2015-01-25,0.0067714
AED-EIBOR-3M,2015-01-26,0.0067714
AED-EIBOR-3M,2015-01-27,0.0067714
AED-EIBOR-3M,2015-01-28,0.0067714
AED-EIBOR-3M,2015-01-29,0.0067714
AED-EIBOR-3M,2015-01-31,0.0067714
AED-EIBOR-3M,2015-02-01,0.0067714
AED-EIBOR-3M,2015-02-02,0.0067714
AED-EIBOR-3M,2015-02-03,0.0067714
AED-EIBOR-3M,2015-02-04,0.0069143
AED-EIBOR-3M,2015-02-05,0.0069143
AED-EIBOR-3M,2015-02-07,0.0069143
AED-EIBOR-3M,2015-02-08,0.0069143
AED-EIBOR-3M,2015-02-09,0.0069143
AED-EIBOR-3M,2015-02-10,0.0069143
AED-EIBOR-3M,2015-02-11,0.0069143
AED-EIBOR-3M,2015-02-12,0.0069143
AED-EIBOR-3M,2015-02-14,0.0069143
AED-EIBOR-3M,2015-02-15,0.0069143
AED-EIBOR-3M,2015-02-16,0.0069143
AED-EIBOR-3M,2015-02-17,0.0069143
AED-EIBOR-3M,2015-02-18,0.0069143
AED-EIBOR-3M,2015-02-19,0.0069143
AED-EIBOR-3M,2015-02-21,0.0069143
AED-EIBOR-3M,2015-02-22,0.0069143
AED-EIBOR-3M,2015-02-23,0.0069
AED-EIBOR-3M,2015-02-24,0.0069
AED-EIBOR-3M,2015-02-25,0.0069
AED-EIBOR-3M,2015-02-26,0.0069
AED-EIBOR-3M,2015-02-28,0.0069
AED-EIBOR-3M,2015-03-01,0.0069
AED-EIBOR-3M,2015-03-02,0.0069
AED-EIBOR-3M,2015-03-03,0.0069
AED-EIBOR-3M,2015-03-04,0.0069
AED-EIBOR-3M,2015-03-05,0.0069
AED-EIBOR-3M,2015-03-07,0.0069
AED-EIBOR-3M,2015-03-08,0.0069
AED-EIBOR-3M,2015-03-09,0.0069
AED-EIBOR-3M,2015-03-10,0.0068857
AED-EIBOR-3M,2015-03-11,0.0068857
AED-EIBOR-3M,2015-03-12,0.0070286
AED-EIBOR-3M,2015-03-14,0.0070286
AED-EIBOR-3M,2015-03-15,0.0070143
AED-EIBOR-3M,2015-03-16,0.0070143
AED-EIBOR-3M,2015-03-17,0.0070143
AED-EIBOR-3M,2015-03-18,0.0070143
AED-EIBOR-3M,2015-03-19,0.0070143
AED-EIBOR-3M,2015-03-21,0.0070143
AED-EIBOR-3M,2015-03-22,0.0070143
AED-EIBOR-3M,2015-03-23,0.0070143
AED-EIBOR-3M,2015-03-24,0.0070143
AED-EIBOR-3M,2015-03-25,0.0070143
AED-EIBOR-3M,2015-03-26,0.0070143
AED-EIBOR-3M,2015-03-28,0.0070857
AED-EIBOR-3M,2015-03-29,0.0070857
AED-EIBOR-3M,2015-03-30,0.0073714
AED-EIBOR-3M,2015-03-31,0.0073
AED-EIBOR-3M,2015-04-01,0.0073286
AED-EIBOR-3M,2015-04-02,0.0073286
AED-EIBOR-3M,2015-04-04,0.0073286
AED-EIBOR-3M,2015-04-05,0.0073286
AED-EIBOR-3M,2015-04-06,0.0073286
AED-EIBOR-3M,2015-04-07,0.0073286
AED-EIBOR-3M,2015-04-08,0.0073143
AED-EIBOR-3M,2015-04-09,0.0073143
AED-EIBOR-3M,2015-04-11,0.0073857
AED-EIBOR-3M,2015-04-12,0.0073857
AED-EIBOR-3M,2015-04-13,0.0073857
AED-EIBOR-3M,2015-04-14,0.0073857
AED-EIBOR-3M,2015-04-15,0.0073857
AED-EIBOR-3M,2015-04-16,0.0073143
AED-EIBOR-3M,2015-04-18,0.0073857
AED-EIBOR-3M,2015-04-19,0.0073857
AED-EIBOR-3M,2015-04-20,0.0073857
AED-EIBOR-3M,2015-04-21,0.0073857
AED-EIBOR-3M,2015-04-22,0.0073857
AED-EIBOR-3M,2015-04-23,0.0073857
AED-EIBOR-3M,2015-04-25,0.0073857
AED-EIBOR-3M,2015-04-26,0.0073857
AED-EIBOR-3M,2015-04-27,0.0073857
AED-EIBOR-3M,2015-04-28,0.0073857
AED-EIBOR-3M,2015-04-29,0.0073857
AED-EIBOR-3M,2015-04-30,0.0073857
AED-EIBOR-3M,2015-05-02,0.0073857
AED-EIBOR-3M,2015-05-03,0.0073857
AED-EIBOR-3M,2015-05-04,0.0073857
AED-EIBOR-3M,2015-05-05,0.0073857
AED-EIBOR-3M,2015-05-06,0.0073857
AED-EIBOR-3M,2015-05-07,0.0073857
AED-EIBOR-3M,2015-05-09,0.0073857
AED-EIBOR-3M,2015-05-10,0.0073857
AED-EIBOR-3M,2015-05-11,0.0073857
AED-EIBOR-3M,2015-05-12,0.0073857
AED-EIBOR-3M,2015-05-13,0.0073857
AED-EIBOR-3M,2015-05-14,0.0073143
AED-EIBOR-3M,2015-05-17,0.0073857
AED-EIBOR-3M,2015-05-18,0.0073857
AED-EIBOR-3M,2015-05-19,0.0073857
AED-EIBOR-3M,2015-05-20,0.0073857
AED-EIBOR-3M,2015-05-21,0.0073857
AED-EIBOR-3M,2015-05-23,0.0073857
AED-EIBOR-3M,2015-05-24,0.0073857
AED-EIBOR-3M,2015-05-25,0.0073857
AED-EIBOR-3M,2015-05-26,0.0073857
AED-EIBOR-3M,2015-05-27,0.0073857
AED-EIBOR-3M,2015-05-28,0.0073857
AED-EIBOR-3M,2015-05-31,0.0073857
AED-EIBOR-3M,2015-06-01,0.0073857
AED-EIBOR-3M,2015-06-02,0.0073857
AED-EIBOR-3M,2015-06-03,0.0073857
AED-EIBOR-3M,2015-06-04,0.0073857
AED-EIBOR-3M,2015-06-07,0.0073857
AED-EIBOR-3M,2015-06-08,0.0073857
AED-EIBOR-3M,2015-06-09,0.0073857
AED-EIBOR-3M,2015-06-10,0.0073857
AED-EIBOR-3M,2015-06-11,0.0074571
AED-EIBOR-3M,2015-06-14,0.0074571
AED-EIBOR-3M,2015-06-15,0.0074571
AED-EIBOR-3M,2015-06-16,0.0074571
AED-EIBOR-3M,2015-06-17,0.0074571
AED-EIBOR-3M,2015-06-18,0.0074571
AED-EIBOR-3M,2015-06-21,0.0074571
AED-EIBOR-3M,2015-06-22,0.0074571
AED-EIBOR-3M,2015-06-23,0.0074571
AED-EIBOR-3M,2015-06-24,0.0074571
AED-EIBOR-3M,2015-06-25,0.0074571
AED-EIBOR-3M,2015-06-28,0.0074571
AED-EIBOR-3M,2015-06-29,0.0074571
AED-EIBOR-3M,2015-06-30,0.0074571
AED-EIBOR-3M,2015-07-01,0.0074571
AED-EIBOR-3M,2015-07-02,0.0075286
AED-EIBOR-3M,2015-07-05,0.0075286
AED-EIBOR-3M,2015-07-06,0.0075286
AED-EIBOR-3M,2015-07-07,0.0075286
AED-EIBOR-3M,2015-07-08,0.0075286
AED-EIBOR-3M,2015-07-09,0.0075286
AED-EIBOR-3M,2015-07-12,0.0075286
AED-EIBOR-3M,2015-07-13,0.0075571
AED-EIBOR-3M,2015-07-14,0.0075571
AED-EIBOR-3M,2015-07-15,0.0075571
AED-EIBOR-3M,2015-07-16,0.0075571
AED-EIBOR-3M,2015-07-20,0.0075571
AED-EIBOR-3M,2015-07-21,0.0075571
AED-EIBOR-3M,2015-07-22,0.0075571
AED-EIBOR-3M,2015-07-23,0.0075571
AED-EIBOR-3M,2015-07-26,0.0075571
AED-EIBOR-3M,2015-07-27,0.0076
AED-EIBOR-3M,2015-07-28,0.0076
AED-EIBOR-3M,2015-07-29,0.0076
AED-EIBOR-3M,2015-07-30,0.0076
AED-EIBOR-3M,2015-08-02,0.0076
AED-EIBOR-3M,2015-08-03,0.0076
AED-EIBOR-3M,2015-08-04,0.0079143
AED-EIBOR-3M,2015-08-05,0.0079143
AED-EIBOR-3M,2015-08-06,0.0079571
AED-EIBOR-3M,2015-08-09,0.0079571
AED-EIBOR-3M,2015-08-10,0.0079571
AED-EIBOR-3M,2015-08-11,0.0079571
AED-EIBOR-3M,2015-08-12,0.0079571
AED-EIBOR-3M,2015-08-13,0.0079571
AED-EIBOR-3M,2015-08-16,0.0079571
AED-EIBOR-3M,2015-08-17,0.0079571
AED-EIBOR-3M,2015-08-18,0.0080286
AED-EIBOR-3M,2015-08-19,0.0080286
AED-EIBOR-3M,2015-08-20,0.0080286
AED-EIBOR-3M,2015-08-23,0.0080286
AED-EIBOR-3M,2015-08-24,0.0080286
AED-EIBOR-3M,2015-08-25,0.0080286
AED-EIBOR-3M,2015-08-26,0.0080286
AED-EIBOR-3M,2015-08-27,0.0081
AED-EIBOR-3M,2015-08-30,0.0081
AED-EIBOR-3M,2015-08-31,0.0081857
AED-EIBOR-3M,2015-09-01,0.0081857
AED-EIBOR-3M,2015-09-02,0.0081857
AED-EIBOR-3M,2015-09-03,0.0081857
AED-EIBOR-3M,2015-09-06,0.0081857
AED-EIBOR-3M,2015-09-07,0.0081857
AED-EIBOR-3M,2015-09-08,0.0081857
AED-EIBOR-3M,2015-09-09,0.0082571
AED-EIBOR-3M,2015-09-10,0.0082571
AED-EIBOR-3M,2015-09-13,0.0082571
AED-EIBOR-3M,2015-09-14,0.0082571
AED-EIBOR-3M,2015-09-15,0.0082571
AED-EIBOR-3M,2015-09-16,0.0082571
AED-EIBOR-3M,2015-09-17,0.0082571
AED-EIBOR-3M,2015-09-20,0.0082571
AED-EIBOR-3M,2015-09-21,0.0082429
AED-EIBOR-3M,2015-09-22,0.0082429
AED-EIBOR-3M,2015-09-27,0.0082429
AED-EIBOR-3M,2015-09-28,0.0082429
AED-EIBOR-3M,2015-09-29,0.0082429
AED-EIBOR-3M,2015-09-30,0.0082429
AED-EIBOR-3M,2015-10-01,0.0082429
AED-EIBOR-3M,2015-10-04,0.0082429
AED-EIBOR-3M,2015-10-05,0.0082714
AED-EIBOR-3M,2015-10-06,0.0082714
AED-EIBOR-3M,2015-10-07,0.0082857
AED-EIBOR-3M,2015-10-08,0.0082857
AED-EIBOR-3M,2015-10-11,0.0082857
AED-EIBOR-3M,2015-10-12,0.0083286
AED-EIBOR-3M,2015-10-13,0.0083286
AED-EIBOR-3M,2015-10-14,0.0083286
AED-EIBOR-3M,2015-10-18,0.0083286
AED-EIBOR-3M,2015-10-19,0.0083286
AED-EIBOR-3M,2015-10-20,0.0083714
AED-EIBOR-3M,2015-10-21,0.0083714
AED-EIBOR-3M,2015-10-22,0.0084571
AED-EIBOR-3M,2015-10-25,0.0084571
AED-EIBOR-3M,2015-10-26,0.0084571
AED-EIBOR-3M,2015-10-27,0.0085
AED-EIBOR-3M,2015-10-28,0.0085
AED-EIBOR-3M,2015-10-29,0.0084457
AED-EIBOR-3M,2015-11-01,0.0084471
AED-EIBOR-3M,2015-11-02,0.00852
AED-EIBOR-3M,2015-11-03,0.0086057
AED-EIBOR-3M,2015-11-04,0.0086143
AED-EIBOR-3M,2015-11-05,0.0086957
AED-EIBOR-3M,2015-11-08,0.0087029
AED-EIBOR-3M,2015-11-09,0.0081943
AED-EIBOR-3M,2015-11-10,0.0082486
AED-EIBOR-3M,2015-11-11,0.0082171
AED-EIBOR-3M,2015-11-12,0.0082886
AED-EIBOR-3M,2015-11-15,0.00882
AED-EIBOR-3M,2015-11-16,0.0087886
AED-EIBOR-3M,2015-11-17,0.0088
AED-EIBOR-3M,2015-11-18,0.0088043
AED-EIBOR-3M,2015-11-19,0.0088086
AED-EIBOR-3M,2015-11-22,0.0087857
AED-EIBOR-3M,2015-11-23,0.00881
AED-EIBOR-3M,2015-11-24,0.0088729
AED-EIBOR-3M,2015-11-25,0.0090743
AED-EIBOR-3M,2015-11-26,0.0091971
AED-EIBOR-3M,2015-11-29,0.0093843
AED-EIBOR-3M,2015-11-30,0.0095471
AED-EIBOR-3M,2015-12-01,0.0095429
AED-EIBOR-3M,2015-12-06,0.0094743
AED-EIBOR-3M,2015-12-07,0.0096057
AED-EIBOR-3M,2015-12-08,0.0096557
AED-EIBOR-3M,2015-12-09,0.0096629
AED-EIBOR-3M,2015-12-10,0.0097486
AED-EIBOR-3M,2015-12-13,0.0096829
AED-EIBOR-3M,2015-12-14,0.0096986
AED-EIBOR-3M,2015-12-15,0.0098571
AED-EIBOR-3M,2015-12-16,0.0098814
AED-EIBOR-3M,2015-12-17,0.00992
AED-EIBOR-3M,2015-12-20,0.0102429
AED-EIBOR-3M,2015-12-21,0.0103143
AED-EIBOR-3M,2015-12-22,0.01035
AED-EIBOR-3M,2015-12-23,0.0104714
AED-EIBOR-3M,2015-12-27,0.0104729
AED-EIBOR-3M,2015-12-28,0.0105286
AED-EIBOR-3M,2015-12-29,0.0105
AED-EIBOR-3M,2015-12-30,0.0105714
AED-EIBOR-3M,2015-12-31,0.0105486
AED-EIBOR-3M,2016-01-03,0.0104671
AED-EIBOR-3M,2016-01-04,0.0105929
AED-EIBOR-3M,2016-01-05,0.0105271
AED-EIBOR-3M,2016-01-06,0.01052
AED-EIBOR-3M,2016-01-07,0.0105529
AED-EIBOR-3M,2016-01-10,0.0104914
AED-EIBOR-3M,2016-01-11,0.0105971
AED-EIBOR-3M,2016-01-12,0.0106843
AED-EIBOR-3M,2016-01-13,0.0106443
AED-EIBOR-3M,2016-01-14,0.0105786
AED-EIBOR-3M,2016-01-17,0.0105457
AED-EIBOR-3M,2016-01-18,0.01056
AED-EIBOR-3M,2016-01-19,0.0104814
AED-EIBOR-3M,2016-01-20,0.0105386
AED-EIBOR-3M,2016-01-21,0.0105629
AED-EIBOR-3M,2016-01-24,0.0105614
AED-EIBOR-3M,2016-01-25,0.0105743
AED-EIBOR-3M,2016-01-26,0.0105629
AED-EIBOR-3M,2016-01-27,0.0105486
AED-EIBOR-3M,2016-01-28,0.0105586
AED-EIBOR-3M,2016-01-31,0.0105014
AED-EIBOR-3M,2016-02-01,0.01049
AED-EIBOR-3M,2016-02-02,0.0102714
AED-EIBOR-3M,2016-02-03,0.0105614
AED-EIBOR-3M,2016-02-04,0.0106543
AED-EIBOR-3M,2016-02-07,0.0104443
AED-EIBOR-3M,2016-02-08,0.0105857
AED-EIBOR-3M,2016-02-09,0.0104157
AED-EIBOR-3M,2016-02-10,0.0102886
AED-EIBOR-3M,2016-02-11,0.0102986
AED-EIBOR-3M,2016-02-14,0.0101786
AED-EIBOR-3M,2016-02-15,0.0102957
AED-EIBOR-3M,2016-02-16,0.0103529
AED-EIBOR-3M,2016-02-17,0.01033
AED-EIBOR-3M,2016-02-18,0.0103029
AED-EIBOR-3M,2016-02-21,0.0102086
AED-EIBOR-3M,2016-02-22,0.0103114
AED-EIBOR-3M,2016-02-23,0.0103814
AED-EIBOR-3M,2016-02-24,0.0104457
AED-EIBOR-3M,2016-02-25,0.0104671
AED-EIBOR-3M,2016-02-28,0.0104329
AED-EIBOR-3M,2016-02-29,0.0105257
AED-EIBOR-3M,2016-03-01,0.0105229
AED-EIBOR-3M,2016-03-02,0.0103829
AED-EIBOR-3M,2016-03-03,0.0103171
AED-EIBOR-3M,2016-03-06,0.0103257
AED-EIBOR-3M,2016-03-07,0.0103729
AED-EIBOR-3M,2016-03-08,0.0103186
AED-EIBOR-3M,2016-03-09,0.0103443
AED-EIBOR-3M,2016-03-10,0.0103443
AED-EIBOR-3M,2016-03-13,0.0102543
AED-EIBOR-3M,2016-03-14,0.0102443
AED-EIBOR-3M,2016-03-15,0.0103386
AED-EIBOR-3M,2016-03-16,0.01033
AED-EIBOR-3M,2016-03-17,0.0102614
AED-EIBOR-3M,2016-03-20,0.0101
AED-EIBOR-3M,2016-03-21,0.0102243
AED-EIBOR-3M,2016-03-22,0.01021
AED-EIBOR-3M,2016-03-23,0.0102357
AED-EIBOR-3M,2016-03-24,0.0102557
AED-EIBOR-3M,2016-03-27,0.0101714
AED-EIBOR-3M,2016-03-28,0.0102643
AED-EIBOR-3M,2016-03-29,0.0102371
AED-EIBOR-3M,2016-03-30,0.0099643
AED-EIBOR-3M,2016-03-31,0.0102514
AED-EIBOR-3M,2016-04-03,0.0101614
AED-EIBOR-3M,2016-04-04,0.0103771
AED-EIBOR-3M,2016-04-05,0.0104
AED-EIBOR-3M,2016-04-06,0.0102643
AED-EIBOR-3M,2016-04-07,0.0102557
AED-EIBOR-3M,2016-04-10,0.0102257
AED-EIBOR-3M,2016-04-11,0.0102686
AED-EIBOR-3M,2016-04-12,0.01028
AED-EIBOR-3M,2016-04-13,0.0102786
AED-EIBOR-3M,2016-04-14,0.0102371
AED-EIBOR-3M,2016-04-17,0.01024
AED-EIBOR-3M,2016-04-18,0.0102943
AED-EIBOR-3M,2016-04-19,0.0103543
AED-EIBOR-3M,2016-04-20,0.0103186
AED-EIBOR-3M,2016-04-21,0.01039
AED-EIBOR-3M,2016-04-24,0.01042
AED-EIBOR-3M,2016-04-25,0.0105357
AED-EIBOR-3M,2016-04-26,0.0106614
AED-EIBOR-3M,2016-04-27,0.01068
AED-EIBOR-3M,2016-04-28,0.0106357
AED-EIBOR-3M,2016-05-01,0.01053
AED-EIBOR-3M,2016-05-02,0.0106071
AED-EIBOR-3M,2016-05-03,0.0106171
AED-EIBOR-3M,2016-05-04,0.0106
AED-EIBOR-3M,2016-05-08,0.0105043
AED-EIBOR-3M,2016-05-09,0.0107871
AED-EIBOR-3M,2016-05-10,0.0106943
AED-EIBOR-3M,2016-05-11,0.0106643
AED-EIBOR-3M,2016-05-12,0.01077
AED-EIBOR-3M,2016-05-15,0.0107329
AED-EIBOR-3M,2016-05-16,0.0107329
AED-EIBOR-3M,2016-05-17,0.0109271
AED-EIBOR-3M,2016-05-18,0.0108243
AED-EIBOR-3M,2016-05-19,0.0109471
AED-EIBOR-3M,2016-05-22,0.0109757
AED-EIBOR-3M,2016-05-23,0.0111043
AED-EIBOR-3M,2016-05-24,0.0110586
AED-EIBOR-3M,2016-05-25,0.0109743
AED-EIBOR-3M,2016-05-26,0.0109857
AED-EIBOR-3M,2016-05-29,0.0110443
AED-EIBOR-3M,2016-05-30,0.0108614
AED-EIBOR-3M,2016-05-31,0.0109086
AED-EIBOR-3M,2016-06-01,0.0109714
AED-EIBOR-3M,2016-06-02,0.0109229
AED-EIBOR-3M,2016-06-05,0.01093
AED-EIBOR-3M,2016-06-06,0.0109557
AED-EIBOR-3M,2016-06-07,0.0111686
AED-EIBOR-3M,2016-06-08,0.0111729
AED-EIBOR-3M,2016-06-09,0.0112486
AED-EIBOR-3M,2016-06-12,0.0112029
AED-EIBOR-3M,2016-06-13,0.0111914
AED-EIBOR-3M,2016-06-14,0.0112114
AED-EIBOR-3M,2016-06-15,0.0113786
